Time;Position;Velocity;Acceleration;ActualTime
26,41506;1,160792;-5,889085;-0,04905;638544990189311653
26,42006;1,131101;-5,938135;-0,04905;638544990189371668
26,42506;1,101165;-5,987185;-0,04905;638544990189431658
26,43006;1,070984;-6,036235;-0,04905;638544990189491643
26,43506;1,040557;-6,085285;-0,04905;638544990189541655
26,44006;1,009886;-6,134335;-0,04905;638544990189601649
26,44506;0,9789687;-6,183384;-0,04905;638544990189601649
26,45006;0,9478066;-6,232434;-0,04905;638544990189651659
26,45506;0,9163992;-6,281484;-0,04905;638544990189711659
26,46005;0,8847465;-6,330534;-0,04905;638544990189771658
26,46505;0,8528486;-6,379584;-0,04905;638544990189821664
26,47005;0,8207054;-6,428634;-0,04905;638544990189881658
26,47505;0,788317;-6,477684;-0,04905;638544990189941648
26,48005;0,7556834;-6,526733;-0,04905;638544990189991661
26,48505;0,7228044;-6,575783;-0,04905;638544990190051636
26,49005;0,6896803;-6,624833;-0,04905;638544990190051636
26,49505;0,6563109;-6,673883;-0,04905;638544990190101640
26,50005;0,6226962;-6,722933;-0,04905;638544990190151655
26,50505;0,5888363;-6,771983;-0,04905;638544990190211641
26,51005;0,5547311;-6,821033;-0,04905;638544990190261643
26,51505;0,5203807;-6,870082;-0,04905;638544990190311643
26,52004;0,5405319;5,47295;0,02889597;638544990190361643
26,52504;0,5676514;5,4239;-0,04905;638544990190411662
26,53004;0,5945256;5,37485;-0,04905;638544990190471642
26,53504;0,6211546;5,3258;-0,04905;638544990190521647
26,54004;0,6475384;5,27675;-0,04905;638544990190571666
26,54504;0,6736768;5,2277;-0,04905;638544990190621673
26,55004;0,6995701;5,17865;-0,04905;638544990190681635
26,55504;0,7252181;5,129601;-0,04905;638544990190741642
26,56004;0,7506208;5,080551;-0,04905;638544990190791657
26,56504;0,7757784;5,031501;-0,04905;638544990190851643
26,57004;0,8006906;4,982451;-0,04905;638544990190851643
26,57504;0,8253576;4,933401;-0,04905;638544990190901657
26,58003;0,8497794;4,884351;-0,04905;638544990190961640
26,58503;0,8739558;4,835301;-0,04905;638544990191011653
26,59003;0,8978871;4,786252;-0,04905;638544990191071662
26,59503;0,9215731;4,737202;-0,04905;638544990191131660
26,60003;0,9450139;4,688152;-0,04905;638544990191191648
26,60503;0,9682094;4,639102;-0,04905;638544990191251649
26,61003;0,9911596;4,590052;-0,04905;638544990191251649
26,61503;1,013865;4,541002;-0,04905;638544990191301661
26,62003;1,036324;4,491952;-0,04905;638544990191351662
26,62503;1,058539;4,442903;-0,04905;638544990191411646
26,63003;1,080508;4,393853;-0,04905;638544990191471646
26,63503;1,102232;4,344803;-0,04905;638544990191521658
26,64002;1,123711;4,295753;-0,04905;638544990191571674
26,64502;1,144945;4,246703;-0,04905;638544990191631649
26,65002;1,165933;4,197653;-0,04905;638544990191681668
26,65502;1,186676;4,148603;-0,04905;638544990191741653
26,66002;1,207174;4,099554;-0,04905;638544990191791653
26,66502;1,227426;4,050504;-0,04905;638544990191851637
26,67002;1,247433;4,001454;-0,04905;638544990191851637
26,67502;1,267195;3,952404;-0,04905;638544990191901649
26,68002;1,286712;3,903354;-0,04905;638544990191951661
26,68502;1,305984;3,854304;-0,04905;638544990192011646
26,69002;1,32501;3,805254;-0,04905;638544990192071647
26,69501;1,343791;3,756203;-0,04905;638544990192131649
26,70001;1,362327;3,707153;-0,04905;638544990192181671
26,70501;1,380617;3,658103;-0,04905;638544990192241643
26,71001;1,398663;3,609053;-0,04905;638544990192291658
26,71501;1,416463;3,560003;-0,04905;638544990192351658
26,72001;1,434017;3,510953;-0,04905;638544990192351658
26,72501;1,451327;3,461903;-0,04905;638544990192411655
26,73001;1,468391;3,412853;-0,04905;638544990192471642
26,73501;1,48521;3,363803;-0,04905;638544990192521643
26,74001;1,501784;3,314753;-0,04905;638544990192571673
26,74501;1,518112;3,265702;-0,04905;638544990192631655
26,75001;1,534196;3,216652;-0,04905;638544990192681657
26,755;1,550034;3,167602;-0,04905;638544990192741644
26,76;1,565626;3,118552;-0,04905;638544990192791654
26,765;1,580974;3,069502;-0,04905;638544990192841658
26,77;1,596076;3,020452;-0,04905;638544990192891658
26,775;1,610933;2,971402;-0,04905;638544990192951657
26,78;1,625545;2,922352;-0,04905;638544990192951657
26,785;1,639911;2,873302;-0,04905;638544990193001666
26,79;1,654033;2,824252;-0,04905;638544990193061647
26,795;1,667909;2,775202;-0,04905;638544990193121643
26,8;1,681539;2,726151;-0,04905;638544990193171656
26,805;1,694925;2,677101;-0,04905;638544990193231643
26,81;1,708065;2,628051;-0,04905;638544990193281653
26,81499;1,72096;2,579001;-0,04905;638544990193331667
26,81999;1,73361;2,529951;-0,04905;638544990193391647
26,82499;1,746014;2,480901;-0,04905;638544990193441732
26,82999;1,758174;2,431851;-0,04905;638544990193501646
26,83499;1,770088;2,382801;-0,04905;638544990193501646
26,83999;1,781757;2,333751;-0,04905;638544990193551653
26,84499;1,79318;2,284701;-0,04905;638544990193601661
26,84999;1,804358;2,235651;-0,04905;638544990193661644
26,85499;1,815291;2,1866;-0,04905;638544990193721645
26,85999;1,825979;2,13755;-0,04905;638544990193771651
26,86499;1,836421;2,0885;-0,04905;638544990193821662
26,86999;1,846619;2,03945;-0,04905;638544990193881648
26,87498;1,856571;1,9904;-0,04905;638544990193931653
26,87998;1,866277;1,94135;-0,04905;638544990193991651
26,88498;1,875739;1,8923;-0,04905;638544990194051648
26,88998;1,884955;1,84325;-0,04905;638544990194051648
26,89498;1,893926;1,7942;-0,04905;638544990194101648
26,89998;1,902652;1,74515;-0,04905;638544990194151655
